diakid	datum	ertek	tipus	targyid
85	2010.09.22	5	röpdolgozat	5
81	2010.09.22	4	röpdolgozat	5
89	2010.09.22	4	röpdolgozat	5
46	2010.09.22	3	röpdolgozat	5
94	2010.09.22	5	röpdolgozat	5
82	2010.09.22	2	röpdolgozat	5
15	2010.09.22	5	röpdolgozat	5
101	2010.09.22	1	röpdolgozat	5
77	2010.09.22	5	röpdolgozat	5
76	2010.09.22	3	röpdolgozat	5
16	2010.09.22	3	röpdolgozat	5
38	2010.09.22	5	röpdolgozat	5
63	2010.09.22	5	röpdolgozat	5
62	2010.09.22	4	röpdolgozat	5
61	2010.09.22	5	röpdolgozat	5
67	2010.09.22	4	röpdolgozat	5
65	2010.09.22	4	röpdolgozat	5
95	2010.09.22	2	röpdolgozat	5
24	2010.09.22	4	röpdolgozat	5
25	2010.09.22	5	röpdolgozat	5
26	2010.09.22	5	röpdolgozat	5
35	2010.09.22	5	röpdolgozat	5
73	2010.09.22	5	röpdolgozat	5
68	2010.09.22	5	röpdolgozat	5
33	2010.09.22	5	röpdolgozat	5
87	2010.09.22	5	röpdolgozat	5
24	2010.09.22	1	órai munka	5
97	2010.09.22	2	témazáró dolgozat	11
34	2010.09.22	4	témazáró dolgozat	11
20	2010.09.22	4	témazáró dolgozat	11
45	2010.09.22	3	témazáró dolgozat	11
69	2010.09.22	4	témazáró dolgozat	3
93	2010.09.22	2	témazáró dolgozat	3
10	2010.09.22	5	témazáró dolgozat	3
52	2010.09.22	5	témazáró dolgozat	3
51	2010.09.22	5	témazáró dolgozat	3
59	2010.09.22	5	témazáró dolgozat	3
12	2010.09.22	5	témazáró dolgozat	3
14	2010.09.22	5	témazáró dolgozat	3
28	2010.09.22	5	témazáró dolgozat	3
17	2010.09.22	5	témazáró dolgozat	3
37	2010.09.22	5	témazáró dolgozat	3
88	2010.09.22	4	témazáró dolgozat	3
21	2010.09.22	4	témazáró dolgozat	3
23	2010.09.22	3	témazáró dolgozat	3
40	2010.09.22	4	témazáró dolgozat	3
60	2010.09.22	1	témazáró dolgozat	3
93	2010.09.22	3	témazáró dolgozat	3
23	2010.09.22	4	témazáró dolgozat	3
124	2010.09.22	3	röpdolgozat	12
396	2010.09.22	5	órai munka	11
400	2010.09.22	5	órai munka	11
232	2010.09.22	5	szóbeli felelet	11
319	2010.09.22	5	röpdolgozat	5
262	2010.09.22	3	röpdolgozat	5
250	2010.09.22	4	röpdolgozat	5
235	2010.09.22	3	röpdolgozat	5
252	2010.09.22	3	röpdolgozat	5
253	2010.09.22	4	röpdolgozat	5
288	2010.09.22	3	röpdolgozat	5
304	2010.09.22	3	röpdolgozat	5
265	2010.09.22	5	röpdolgozat	5
230	2010.09.22	3	röpdolgozat	5
198	2010.09.22	4	röpdolgozat	5
141	2010.09.22	5	röpdolgozat	5
187	2010.09.22	5	röpdolgozat	5
127	2010.09.22	5	röpdolgozat	5
204	2010.09.22	3	röpdolgozat	5
194	2010.09.22	5	röpdolgozat	5
186	2010.09.22	4	röpdolgozat	5
130	2010.09.22	2	röpdolgozat	5
207	2010.09.22	4	röpdolgozat	5
98	2010.09.22	4	röpdolgozat	5
211	2010.09.22	5	röpdolgozat	5
133	2010.09.22	4	röpdolgozat	5
122	2010.09.22	5	röpdolgozat	5
171	2010.09.22	4	röpdolgozat	5
18	2010.09.22	4	röpdolgozat	5
188	2010.09.22	5	röpdolgozat	5
129	2010.09.22	5	röpdolgozat	5
161	2010.09.22	5	röpdolgozat	5
182	2010.09.22	5	röpdolgozat	5
165	2010.09.22	5	röpdolgozat	5
103	2010.09.22	5	röpdolgozat	5
112	2010.09.22	5	röpdolgozat	5
150	2010.09.22	5	röpdolgozat	5
125	2010.09.22	4	röpdolgozat	5
193	2010.09.22	5	röpdolgozat	5
189	2010.09.22	4	röpdolgozat	5
109	2010.09.22	2	röpdolgozat	5
100	2010.09.22	5	röpdolgozat	5
79	2010.09.22	5	röpdolgozat	5
91	2010.09.22	5	röpdolgozat	5
172	2010.09.22	5	szóbeli felelet	3
249	2010.09.23	4	röpdolgozat	11
218	2010.09.23	2	röpdolgozat	11
297	2010.09.23	5	röpdolgozat	11
221	2010.09.23	1	röpdolgozat	11
251	2010.09.23	3	röpdolgozat	11
291	2010.09.23	3	röpdolgozat	11
223	2010.09.23	2	röpdolgozat	11
225	2010.09.23	3	röpdolgozat	11
298	2010.09.23	5	röpdolgozat	11
254	2010.09.23	3	röpdolgozat	11
255	2010.09.23	3	röpdolgozat	11
228	2010.09.23	5	röpdolgozat	11
293	2010.09.23	5	röpdolgozat	11
305	2010.09.23	3	röpdolgozat	11
248	2010.09.23	1	röpdolgozat	11
274	2010.09.23	5	röpdolgozat	11
236	2010.09.23	3	röpdolgozat	11
245	2010.09.23	2	röpdolgozat	11
237	2010.09.23	4	röpdolgozat	11
257	2010.09.23	5	röpdolgozat	11
314	2010.09.23	1	röpdolgozat	11
258	2010.09.23	3	röpdolgozat	11
311	2010.09.23	2	röpdolgozat	11
215	2010.09.23	4	röpdolgozat	11
259	2010.09.23	1	röpdolgozat	11
260	2010.09.23	4	röpdolgozat	11
261	2010.09.23	5	röpdolgozat	11
241	2010.09.23	1	röpdolgozat	11
242	2010.09.23	3	röpdolgozat	11
214	2010.09.23	5	röpdolgozat	11
83	2010.09.23	5	órai munka	18
108	2010.09.23	4	szóbeli felelet	13
113	2010.09.23	3	szóbeli felelet	13
84	2010.09.23	5	házi dolgozat	9
149	2010.09.23	4	röpdolgozat	17
180	2010.09.23	3	röpdolgozat	17
61	2010.09.23	5	röpdolgozat	17
13	2010.09.23	3	röpdolgozat	17
197	2010.09.23	4	szóbeli felelet	14
256	2010.09.23	4	szóbeli felelet	10
222	2010.09.23	5	röpdolgozat	13
313	2010.09.23	5	röpdolgozat	13
298	2010.09.23	5	röpdolgozat	13
245	2010.09.23	4	röpdolgozat	13
238	2010.09.23	5	röpdolgozat	13
401	2010.09.23	4	röpdolgozat	5
337	2010.09.23	3	röpdolgozat	5
386	2010.09.23	5	szóbeli felelet	5
337	2010.09.23	5	szóbeli felelet	5
376	2010.09.23	5	szóbeli felelet	7
376	2010.09.23	5	szóbeli felelet	7
413	2010.09.23	5	szóbeli felelet	7
394	2010.09.23	5	szóbeli felelet	7
322	2010.09.23	5	szóbeli felelet	7
241	2010.09.23	4	szóbeli felelet	11
300	2010.09.23	5	órai munka	5
333	2010.09.23	2	röpdolgozat	4
396	2010.09.23	2	röpdolgozat	4
422	2010.09.23	4	röpdolgozat	4
352	2010.09.23	2	röpdolgozat	4
384	2010.09.23	2	röpdolgozat	4
415	2010.09.23	1	röpdolgozat	4
357	2010.09.23	5	röpdolgozat	4
370	2010.09.23	1	röpdolgozat	4
345	2010.09.23	4	röpdolgozat	4
329	2010.09.23	5	röpdolgozat	4
388	2010.09.23	1	röpdolgozat	4
354	2010.09.23	3	röpdolgozat	4
353	2010.09.23	1	röpdolgozat	4
409	2010.09.23	3	röpdolgozat	4
347	2010.09.23	2	röpdolgozat	4
328	2010.09.23	1	röpdolgozat	4
339	2010.09.23	3	röpdolgozat	4
424	2010.09.23	1	röpdolgozat	4
360	2010.09.23	5	röpdolgozat	4
365	2010.09.23	3	röpdolgozat	4
334	2010.09.23	3	röpdolgozat	4
398	2010.09.23	1	röpdolgozat	4
366	2010.09.23	1	röpdolgozat	4
363	2010.09.23	3	röpdolgozat	4
344	2010.09.23	2	röpdolgozat	4
397	2010.09.23	3	röpdolgozat	4
367	2010.09.23	4	röpdolgozat	4
324	2010.09.23	3	röpdolgozat	4
390	2010.09.23	3	röpdolgozat	4
364	2010.09.23	4	röpdolgozat	4
362	2010.09.23	4	röpdolgozat	4
368	2010.09.23	3	röpdolgozat	4
356	2010.09.23	1	röpdolgozat	4
400	2010.09.23	3	röpdolgozat	4
278	2010.09.24	3	szóbeli felelet	12
277	2010.09.24	4	szóbeli felelet	12
219	2010.09.24	1	szóbeli felelet	12
224	2010.09.24	1	szóbeli felelet	12
226	2010.09.24	1	szóbeli felelet	12
227	2010.09.24	2	szóbeli felelet	12
217	2010.09.24	5	szóbeli felelet	12
275	2010.09.24	4	szóbeli felelet	12
282	2010.09.24	3	szóbeli felelet	12
396	2010.09.24	4	szóbeli felelet	12
417	2010.09.24	4	szóbeli felelet	12
327	2010.09.24	5	szóbeli felelet	12
415	2010.09.24	4	szóbeli felelet	12
374	2010.09.24	4	szóbeli felelet	12
408	2010.09.24	5	szóbeli felelet	12
373	2010.09.24	5	szóbeli felelet	12
359	2010.09.24	5	szóbeli felelet	12
424	2010.09.24	5	szóbeli felelet	12
360	2010.09.24	5	szóbeli felelet	12
405	2010.09.24	5	szóbeli felelet	12
324	2010.09.24	5	szóbeli felelet	12
326	2010.09.24	5	szóbeli felelet	12
330	2010.09.24	5	szóbeli felelet	12
417	2010.09.24	5	szóbeli felelet	12
141	2010.09.24	4	szóbeli felelet	12
127	2010.09.24	4	szóbeli felelet	12
186	2010.09.24	3	szóbeli felelet	12
130	2010.09.24	1	szóbeli felelet	12
133	2010.09.24	5	szóbeli felelet	12
171	2010.09.24	4	szóbeli felelet	12
189	2010.09.24	1	szóbeli felelet	12
191	2010.09.24	3	szóbeli felelet	12
109	2010.09.24	4	szóbeli felelet	12
127	2010.09.24	5	szóbeli felelet	12
249	2010.09.24	1	szóbeli felelet	12
218	2010.09.24	3	szóbeli felelet	12
223	2010.09.24	1	szóbeli felelet	12
225	2010.09.24	5	szóbeli felelet	12
255	2010.09.24	3	szóbeli felelet	12
305	2010.09.24	5	szóbeli felelet	12
248	2010.09.24	2	szóbeli felelet	12
236	2010.09.24	1	szóbeli felelet	12
245	2010.09.24	3	szóbeli felelet	12
314	2010.09.24	3	szóbeli felelet	12
258	2010.09.24	4	szóbeli felelet	12
315	2010.09.24	1	szóbeli felelet	12
259	2010.09.24	1	szóbeli felelet	12
213	2010.09.24	3	szóbeli felelet	12
306	2010.09.24	3	szóbeli felelet	12
242	2010.09.24	1	szóbeli felelet	12
249	2010.09.24	2	szóbeli felelet	12
218	2010.09.24	5	szóbeli felelet	12
223	2010.09.24	3	szóbeli felelet	12
225	2010.09.24	4	szóbeli felelet	12
255	2010.09.24	5	szóbeli felelet	12
305	2010.09.24	5	szóbeli felelet	12
236	2010.09.24	2	szóbeli felelet	12
245	2010.09.24	4	szóbeli felelet	12
314	2010.09.24	3	szóbeli felelet	12
258	2010.09.24	5	szóbeli felelet	12
315	2010.09.24	1	szóbeli felelet	12
259	2010.09.24	1	szóbeli felelet	12
213	2010.09.24	5	szóbeli felelet	12
242	2010.09.24	3	szóbeli felelet	12
249	2010.09.24	3	szóbeli felelet	12
218	2010.09.24	4	szóbeli felelet	12
223	2010.09.24	3	szóbeli felelet	12
225	2010.09.24	4	szóbeli felelet	12
255	2010.09.24	4	szóbeli felelet	12
305	2010.09.24	5	szóbeli felelet	12
248	2010.09.24	3	szóbeli felelet	12
236	2010.09.24	3	szóbeli felelet	12
245	2010.09.24	4	szóbeli felelet	12
258	2010.09.24	3	szóbeli felelet	12
259	2010.09.24	1	szóbeli felelet	12
213	2010.09.24	4	szóbeli felelet	12
242	2010.09.24	2	szóbeli felelet	12
258	2010.09.24	4	szóbeli felelet	12
225	2010.09.24	5	szóbeli felelet	12
248	2010.09.24	4	szóbeli felelet	12
249	2010.09.24	4	szóbeli felelet	12
120	2010.09.24	4	röpdolgozat	7
426	2010.09.24	4	röpdolgozat	7
426	2010.09.24	5	röpdolgozat	7
137	2010.09.24	5	röpdolgozat	7
46	2010.09.24	3	szóbeli felelet	14
76	2010.09.24	4	szóbeli felelet	14
50	2010.09.24	1	szóbeli felelet	14
60	2010.09.24	1	szóbeli felelet	14
158	2010.09.24	3	röpdolgozat	12
176	2010.09.24	4	röpdolgozat	12
117	2010.09.24	4	röpdolgozat	12
164	2010.09.24	4	röpdolgozat	12
159	2010.09.24	1	röpdolgozat	12
210	2010.09.24	2	röpdolgozat	12
185	2010.09.24	3	röpdolgozat	12
107	2010.09.24	5	röpdolgozat	12
134	2010.09.24	1	röpdolgozat	12
208	2010.09.24	4	röpdolgozat	12
190	2010.09.24	3	röpdolgozat	12
196	2010.09.24	3	röpdolgozat	12
149	2010.09.24	2	röpdolgozat	12
173	2010.09.24	3	röpdolgozat	12
160	2010.09.24	2	röpdolgozat	12
163	2010.09.24	5	röpdolgozat	12
174	2010.09.24	4	röpdolgozat	12
131	2010.09.24	3	röpdolgozat	12
117	2010.09.24	5	szóbeli felelet	12
164	2010.09.24	4	szóbeli felelet	12
185	2010.09.24	4	szóbeli felelet	12
107	2010.09.24	5	szóbeli felelet	12
173	2010.09.24	4	szóbeli felelet	12
160	2010.09.24	4	szóbeli felelet	12
163	2010.09.24	5	szóbeli felelet	12
174	2010.09.24	4	szóbeli felelet	12
172	2010.09.24	5	szóbeli felelet	12
164	2010.09.24	5	órai munka	12
185	2010.09.24	5	órai munka	12
174	2010.09.24	5	órai munka	12
241	2010.09.24	5	szóbeli felelet	10
34	2010.09.24	5	órai munka	11
20	2010.09.24	5	órai munka	11
349	2010.09.25	5	szóbeli felelet	13
408	2010.09.25	5	szóbeli felelet	13
387	2010.09.25	5	szóbeli felelet	13
411	2010.09.25	5	szóbeli felelet	13
348	2010.09.25	5	szóbeli felelet	13
167	2010.09.25	5	szóbeli felelet	13
168	2010.09.25	3	szóbeli felelet	13
39	2010.09.25	5	röpdolgozat	13
39	2010.09.25	5	röpdolgozat	13
52	2010.09.25	5	röpdolgozat	13
52	2010.09.25	5	röpdolgozat	13
51	2010.09.25	4	röpdolgozat	13
51	2010.09.25	5	röpdolgozat	13
94	2010.09.25	4	röpdolgozat	13
94	2010.09.25	4	röpdolgozat	13
56	2010.09.25	5	röpdolgozat	13
49	2010.09.25	4	röpdolgozat	13
86	2010.09.25	1	röpdolgozat	13
95	2010.09.25	2	röpdolgozat	13
57	2010.09.25	5	röpdolgozat	13
57	2010.09.25	5	röpdolgozat	13
40	2010.09.25	1	röpdolgozat	13
333	2010.09.26	1	röpdolgozat	3
422	2010.09.26	3	röpdolgozat	3
352	2010.09.26	5	röpdolgozat	3
384	2010.09.26	4	röpdolgozat	3
415	2010.09.26	3	röpdolgozat	3
357	2010.09.26	4	röpdolgozat	3
370	2010.09.26	4	röpdolgozat	3
345	2010.09.26	5	röpdolgozat	3
329	2010.09.26	5	röpdolgozat	3
388	2010.09.26	1	röpdolgozat	3
354	2010.09.26	4	röpdolgozat	3
353	2010.09.26	3	röpdolgozat	3
409	2010.09.26	4	röpdolgozat	3
347	2010.09.26	3	röpdolgozat	3
328	2010.09.26	4	röpdolgozat	3
339	2010.09.26	2	röpdolgozat	3
424	2010.09.26	4	röpdolgozat	3
360	2010.09.26	5	röpdolgozat	3
365	2010.09.26	5	röpdolgozat	3
334	2010.09.26	4	röpdolgozat	3
398	2010.09.26	4	röpdolgozat	3
366	2010.09.26	3	röpdolgozat	3
363	2010.09.26	4	röpdolgozat	3
344	2010.09.26	2	röpdolgozat	3
397	2010.09.26	4	röpdolgozat	3
367	2010.09.26	4	röpdolgozat	3
324	2010.09.26	4	röpdolgozat	3
390	2010.09.26	3	röpdolgozat	3
364	2010.09.26	3	röpdolgozat	3
362	2010.09.26	4	röpdolgozat	3
368	2010.09.26	5	röpdolgozat	3
356	2010.09.26	3	röpdolgozat	3
400	2010.09.26	5	röpdolgozat	3
352	2010.09.26	4	röpdolgozat	17
384	2010.09.26	4	röpdolgozat	17
415	2010.09.26	3	röpdolgozat	17
381	2010.09.26	1	röpdolgozat	17
328	2010.09.26	3	röpdolgozat	17
382	2010.09.26	5	röpdolgozat	17
424	2010.09.26	5	röpdolgozat	17
340	2010.09.26	5	röpdolgozat	17
326	2010.09.26	4	röpdolgozat	17
356	2010.09.26	4	röpdolgozat	17
355	2010.09.26	4	röpdolgozat	17
400	2010.09.26	3	röpdolgozat	17
321	2010.09.26	4	röpdolgozat	17
424	2010.09.26	4	röpdolgozat	17
216	2010.09.26	5	témazáró dolgozat	17
218	2010.09.26	2	témazáró dolgozat	17
288	2010.09.26	4	témazáró dolgozat	17
231	2010.09.26	5	témazáró dolgozat	17
248	2010.09.26	4	témazáró dolgozat	17
230	2010.09.26	5	témazáró dolgozat	17
247	2010.09.26	5	témazáró dolgozat	17
300	2010.09.26	4	témazáró dolgozat	17
181	2010.09.26	5	témazáró dolgozat	17
7	2010.09.26	4	témazáró dolgozat	4
39	2010.09.26	5	témazáró dolgozat	4
11	2010.09.26	5	témazáró dolgozat	4
70	2010.09.26	5	témazáró dolgozat	4
42	2010.09.26	3	témazáró dolgozat	4
90	2010.09.26	4	témazáró dolgozat	4
32	2010.09.26	5	témazáró dolgozat	4
74	2010.09.26	3	témazáró dolgozat	4
13	2010.09.26	3	témazáró dolgozat	4
97	2010.09.26	3	témazáró dolgozat	4
5	2010.09.26	5	témazáró dolgozat	4
72	2010.09.26	5	témazáró dolgozat	4
1	2010.09.26	1	témazáró dolgozat	4
34	2010.09.26	4	témazáró dolgozat	4
29	2010.09.26	3	témazáró dolgozat	4
20	2010.09.26	4	témazáró dolgozat	4
22	2010.09.26	2	témazáró dolgozat	4
57	2010.09.26	5	témazáró dolgozat	4
3	2010.09.26	3	témazáró dolgozat	4
58	2010.09.26	3	témazáró dolgozat	4
30	2010.09.26	4	témazáró dolgozat	4
27	2010.09.26	5	témazáró dolgozat	4
99	2010.09.26	1	témazáró dolgozat	4
75	2010.09.26	3	témazáró dolgozat	4
91	2010.09.26	2	témazáró dolgozat	4
36	2010.09.26	4	témazáró dolgozat	4
249	2010.09.26	4	témazáró dolgozat	4
218	2010.09.26	3	témazáró dolgozat	4
221	2010.09.26	4	témazáró dolgozat	4
251	2010.09.26	5	témazáró dolgozat	4
223	2010.09.26	4	témazáró dolgozat	4
225	2010.09.26	5	témazáró dolgozat	4
298	2010.09.26	5	témazáró dolgozat	4
254	2010.09.26	5	témazáró dolgozat	4
255	2010.09.26	3	témazáró dolgozat	4
228	2010.09.26	5	témazáró dolgozat	4
293	2010.09.26	5	témazáró dolgozat	4
305	2010.09.26	4	témazáró dolgozat	4
248	2010.09.26	5	témazáró dolgozat	4
274	2010.09.26	4	témazáró dolgozat	4
245	2010.09.26	5	témazáró dolgozat	4
237	2010.09.26	3	témazáró dolgozat	4
257	2010.09.26	4	témazáró dolgozat	4
314	2010.09.26	3	témazáró dolgozat	4
258	2010.09.26	4	témazáró dolgozat	4
315	2010.09.26	5	témazáró dolgozat	4
311	2010.09.26	5	témazáró dolgozat	4
215	2010.09.26	4	témazáró dolgozat	4
259	2010.09.26	2	témazáró dolgozat	4
260	2010.09.26	4	témazáró dolgozat	4
301	2010.09.26	5	témazáró dolgozat	4
261	2010.09.26	5	témazáró dolgozat	4
242	2010.09.26	3	témazáró dolgozat	4
426	2010.09.26	4	röpdolgozat	4
119	2010.09.26	5	röpdolgozat	4
120	2010.09.26	5	röpdolgozat	4
202	2010.09.26	4	röpdolgozat	4
200	2010.09.26	4	röpdolgozat	4
206	2010.09.26	3	röpdolgozat	4
201	2010.09.26	5	röpdolgozat	4
221	2010.09.26	4	röpdolgozat	4
291	2010.09.26	4	röpdolgozat	4
225	2010.09.26	5	röpdolgozat	4
298	2010.09.26	5	röpdolgozat	4
255	2010.09.26	2	röpdolgozat	4
228	2010.09.26	5	röpdolgozat	4
248	2010.09.26	4	röpdolgozat	4
274	2010.09.26	4	röpdolgozat	4
245	2010.09.26	5	röpdolgozat	4
257	2010.09.26	5	röpdolgozat	4
311	2010.09.26	5	röpdolgozat	4
215	2010.09.26	5	röpdolgozat	4
260	2010.09.26	5	röpdolgozat	4
241	2010.09.26	4	röpdolgozat	4
242	2010.09.26	1	röpdolgozat	4
139	2010.09.27	5	szóbeli felelet	12
108	2010.09.27	4	szóbeli felelet	12
153	2010.09.27	4	szóbeli felelet	12
138	2010.09.27	4	szóbeli felelet	12
426	2010.09.27	5	szóbeli felelet	12
147	2010.09.27	4	szóbeli felelet	12
192	2010.09.27	5	szóbeli felelet	12
168	2010.09.27	5	szóbeli felelet	12
152	2010.09.27	5	szóbeli felelet	12
136	2010.09.27	5	szóbeli felelet	12
157	2010.09.27	3	szóbeli felelet	12
123	2010.09.27	5	szóbeli felelet	12
126	2010.09.27	1	szóbeli felelet	12
200	2010.09.27	4	szóbeli felelet	12
206	2010.09.27	4	szóbeli felelet	12
201	2010.09.27	5	szóbeli felelet	12
139	2010.09.27	5	szóbeli felelet	12
153	2010.09.27	5	szóbeli felelet	12
138	2010.09.27	4	szóbeli felelet	12
426	2010.09.27	5	szóbeli felelet	12
147	2010.09.27	1	szóbeli felelet	12
192	2010.09.27	2	szóbeli felelet	12
168	2010.09.27	5	szóbeli felelet	12
152	2010.09.27	4	szóbeli felelet	12
136	2010.09.27	5	szóbeli felelet	12
157	2010.09.27	1	szóbeli felelet	12
123	2010.09.27	5	szóbeli felelet	12
126	2010.09.27	1	szóbeli felelet	12
200	2010.09.27	4	szóbeli felelet	12
206	2010.09.27	3	szóbeli felelet	12
201	2010.09.27	5	szóbeli felelet	12
221	2010.09.27	4	röpdolgozat	12
251	2010.09.27	5	röpdolgozat	12
291	2010.09.27	4	röpdolgozat	12
254	2010.09.27	4	röpdolgozat	12
311	2010.09.27	5	röpdolgozat	12
260	2010.09.27	4	röpdolgozat	12
301	2010.09.27	3	röpdolgozat	12
221	2010.09.27	4	röpdolgozat	12
251	2010.09.27	5	röpdolgozat	12
291	2010.09.27	4	röpdolgozat	12
254	2010.09.27	4	röpdolgozat	12
311	2010.09.27	5	röpdolgozat	12
260	2010.09.27	5	röpdolgozat	12
301	2010.09.27	4	röpdolgozat	12
221	2010.09.27	5	témazáró dolgozat	12
251	2010.09.27	5	témazáró dolgozat	12
291	2010.09.27	3	témazáró dolgozat	12
254	2010.09.27	3	témazáró dolgozat	12
311	2010.09.27	5	témazáró dolgozat	12
260	2010.09.27	3	témazáró dolgozat	12
215	2010.09.27	5	szóbeli felelet	4
242	2010.09.27	4	szóbeli felelet	4
41	2010.09.27	4	röpdolgozat	12
6	2010.09.27	4	röpdolgozat	12
77	2010.09.27	5	röpdolgozat	12
28	2010.09.27	5	röpdolgozat	12
68	2010.09.27	4	röpdolgozat	12
104	2010.09.27	4	röpdolgozat	12
140	2010.09.27	4	röpdolgozat	12
116	2010.09.27	5	röpdolgozat	12
146	2010.09.27	5	röpdolgozat	12
180	2010.09.27	4	röpdolgozat	12
205	2010.09.27	5	röpdolgozat	12
128	2010.09.27	4	röpdolgozat	12
137	2010.09.27	5	röpdolgozat	12
175	2010.09.27	5	röpdolgozat	12
155	2010.09.27	5	röpdolgozat	12
167	2010.09.27	4	röpdolgozat	12
148	2010.09.27	4	röpdolgozat	12
209	2010.09.27	4	röpdolgozat	12
156	2010.09.27	5	röpdolgozat	12
96	2010.09.27	4	röpdolgozat	12
151	2010.09.27	4	röpdolgozat	12
132	2010.09.27	5	röpdolgozat	12
106	2010.09.27	5	röpdolgozat	12
128	2010.09.27	5	röpdolgozat	12
148	2010.09.27	5	röpdolgozat	12
209	2010.09.27	5	röpdolgozat	12
178	2010.09.27	5	röpdolgozat	12
184	2010.09.27	5	röpdolgozat	12
179	2010.09.27	5	röpdolgozat	12
195	2010.09.27	5	röpdolgozat	12
143	2010.09.27	5	röpdolgozat	12
202	2010.09.27	3	röpdolgozat	12
333	2010.09.27	1	röpdolgozat	11
396	2010.09.27	3	röpdolgozat	11
422	2010.09.27	1	röpdolgozat	11
352	2010.09.27	5	röpdolgozat	11
384	2010.09.27	1	röpdolgozat	11
415	2010.09.27	2	röpdolgozat	11
357	2010.09.27	4	röpdolgozat	11
370	2010.09.27	1	röpdolgozat	11
345	2010.09.27	5	röpdolgozat	11
423	2010.09.27	1	röpdolgozat	11
329	2010.09.27	4	röpdolgozat	11
388	2010.09.27	1	röpdolgozat	11
354	2010.09.27	3	röpdolgozat	11
353	2010.09.27	1	röpdolgozat	11
409	2010.09.27	5	röpdolgozat	11
347	2010.09.27	2	röpdolgozat	11
328	2010.09.27	2	röpdolgozat	11
339	2010.09.27	2	röpdolgozat	11
424	2010.09.27	3	röpdolgozat	11
360	2010.09.27	5	röpdolgozat	11
365	2010.09.27	5	röpdolgozat	11
334	2010.09.27	4	röpdolgozat	11
398	2010.09.27	3	röpdolgozat	11
366	2010.09.27	3	röpdolgozat	11
363	2010.09.27	4	röpdolgozat	11
344	2010.09.27	4	röpdolgozat	11
397	2010.09.27	5	röpdolgozat	11
367	2010.09.27	3	röpdolgozat	11
324	2010.09.27	4	röpdolgozat	11
390	2010.09.27	1	röpdolgozat	11
364	2010.09.27	5	röpdolgozat	11
362	2010.09.27	3	röpdolgozat	11
368	2010.09.27	3	röpdolgozat	11
356	2010.09.27	5	röpdolgozat	11
400	2010.09.27	4	röpdolgozat	11
233	2010.09.27	5	témazáró dolgozat	12
304	2010.09.27	4	témazáró dolgozat	12
276	2010.09.27	5	témazáró dolgozat	12
317	2010.09.27	3	témazáró dolgozat	12
269	2010.09.27	5	témazáró dolgozat	12
316	2010.09.27	2	szóbeli felelet	11
316	2010.09.27	1	röpdolgozat	11
289	2010.09.27	1	röpdolgozat	11
307	2010.09.27	4	röpdolgozat	11
278	2010.09.27	5	röpdolgozat	11
277	2010.09.27	5	röpdolgozat	11
290	2010.09.27	4	röpdolgozat	11
281	2010.09.27	3	röpdolgozat	11
222	2010.09.27	4	röpdolgozat	11
280	2010.09.27	1	röpdolgozat	11
308	2010.09.27	2	röpdolgozat	11
270	2010.09.27	4	röpdolgozat	11
264	2010.09.27	1	röpdolgozat	11
219	2010.09.27	1	röpdolgozat	11
313	2010.09.27	4	röpdolgozat	11
224	2010.09.27	1	röpdolgozat	11
292	2010.09.27	3	röpdolgozat	11
229	2010.09.27	3	röpdolgozat	11
226	2010.09.27	2	röpdolgozat	11
227	2010.09.27	4	röpdolgozat	11
217	2010.09.27	2	röpdolgozat	11
312	2010.09.27	1	röpdolgozat	11
285	2010.09.27	5	röpdolgozat	11
275	2010.09.27	5	röpdolgozat	11
318	2010.09.27	1	röpdolgozat	11
256	2010.09.27	1	röpdolgozat	11
